message_id,date,text,image_path
97,2023-02-10 12:23:06,"⚠️**Notice!
**Dear esteemed customers,
Due to four-day motorbike movement restrictions, we have limited our services to matchmaking,drug information, and medical consultation only.

**N.B. 
**🔅We will make deliveries for those for whom the medications are urgent.
🔅You can book deliveries starting from Monday, February 13, 2023",../docs/images/photo_2024-10-11_10-59-24.jpg
96,2023-02-02 08:58:52,"Mela-One በውስጡ ሆርሞን ያለው ድንገተኛ ወሊድ መቆጣጠርያ ሲሆን ያለመከላከያ የተደረገ የግብረስጋ ግንኙነት ሲኖር በ72 ሰዓታት ወስጥ መወሰድ ይኖርበታል።

📌ከChe-Med ለማዘዝ፡ 
በቴሌግራም ግሩፓችን- t.me/CheMeds
ዌብሳይት- www.chemeds.org
ይዘዙን።",../docs/images/photo_2024-10-11_10-59-25.jpg
95,2023-02-01 08:59:37,"**አዚትሮማይሲን** በሃኪም መድሃኒት ማዘዣ ከሚታዘዙ አንቲባዮቲኮች አንዱ ሲሆን በርከት ያሉ ባክቴርያዎችን ይገላል።

በቀን አንዴ ለ3 ቀናት ምግብ ከመብላታችን 1 ሰዓት ቀደም ብሎ ወይንም ከበላን ከ 2 ሰዓት በኋላ መወሰድ ይኖርበታል።

📌የሃኪም ማዘዣ ካልዎት 
በቴሌግራም ግሩፓችን-t.me/CheMeds
ዌብሳይት- www.chemeds.org
ይላኩልን።",../docs/images/photo_2024-10-11_10-59-25 (1).jpg
94,2023-01-31 09:19:53,"**Che-Med Trivia #3

**ምግብና መጠጦች አንዳንድ መድሃኒቶች በደንብ እንዳይሰሩ ሊያደርጉ ይችላሉ። በዚህ ሁኔታ እነዚህን መድሃኒቶች ምግብ ከወሰድን ከ1 ሰዓት እስከ 2 ሰዓት ባለ ጊዜ ውስጥ መውሰድ ያስፈልግዎታል።

ከነዚህም ወስጥ **የእንቅርት መድሃኒቶች፣Omeprazole፣Sildenafil(Viagra)፣Captopril እና Ampicillin** ይጠቀሳሉ።

መድሃኒትዎ ከምግብ ጋር ያለውን አወሳሰድ እርግጠኛ ካልሆኑ ሃኪምዎን ወይም ፋርማሲስትዎን ያማክሩ።",../docs/images/photo_2024-10-11_10-59-26.jpg
93,2023-01-30 09:45:25,"**Che-Med Trivia #2

**እንደ Ciprofloxacin, Doxycycline, Levothyroxine, Iron supplement ያሉ መድሃኒቶችን ከወተት እና ከወተት ተዋፅዖዎች ጋር እንዲሁም ከእንቁላል ጋር መውሰድ መድሃኒቶቹ በሰውነታችን የሚፈለገውን ስራ እንዳይሰሩ ያደርጋቸዋል።

ይህም በወተት ተዋጽኦዎች ውስጥ ያለው ካልሲየም እነዚህ መድሃኒቶች በሰውታችን ወስጥ እንዳይዋህዱ ጣልቃ ስለሚገባ ነው።",../docs/images/photo_2024-10-11_10-59-26 (1).jpg
92,2023-01-27 07:18:40,"**You can get our services at:
**Our pharmacist:** ****https://t.me/CheMedAssistant9798****
**Our call center: **9798
**Our website: **www.chemeds.org**",../docs/images/photo_2024-10-11_10-59-26 (2).jpg
91,2023-01-26 18:27:53,"**Che-Med Trivia #1
**The U.S. pharmaceutical industry is the largest in the world, making up about 40% of the worldwide drug development, manufacturing, and revenue generation. And half of the world’s top 10 pharmaceutical companies are in America, including the headquarters for Johnson & Johnson, Pfizer, Merck and Co., AbbVie, Eli Lilly and Co., and Abbott Laboratories. In fact, Johnson & Johnson’s revenue alone reached $82.6 billion in 2020.",../docs/images/photo_2024-10-11_10-59-27.jpg
90,2023-01-23 10:39:20,"**CVS Daytime & Nighttime Cold and Flu Relief

**ለሰሞኑ ጉንፋን ማስታገሻ በአንደኝነት ተመራጭ የሆነውን **CVS Daytime & Nighttime Cold and Flu Relief** Che-Med ይዞላችሁ መጧል።

በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን።

ለማዘዝ፦
Our pharmacist:** ****https://t.me/CheMedAssistant9798****
**Our call center: **9798
**Our website: www.chemeds.org

Che-Med is the best way to find your meds!",../docs/images/photo_2024-10-11_10-59-27 (1).jpg
89,2023-01-17 19:10:57,"🟠ለናንተ ለደምበኞቻችን ይሆናሉ ያልናቸዉን ምርጥ ቫይታሚንና ሰፕልመንቶች እነሆ!!

አጭር የTiktok ቪዲዮአችንን በመመልከት ግንዛቤዎን ይጨምሩ።
👇👇👇👇👇👇👇👇👇👇👇👇👇
https://vm.tiktok.com/ZMYJHUVde/

የTiktok ቻናላችንን Like እና Follow ያድርጉ።",
88,2023-01-17 08:43:12,"🌞**Sundown Cinnamon!
Supports sugar metabolism**.

Che-Med **Sundown Cinnamon** **Supplement Product** ይዞላችሁ መጧል።

በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን።

ለማዘዝ፦
Our pharmacist:** ****https://t.me/CheMedAssistant9798****
**Our call center: **9798

**Che-Med is the best way to find your meds!",../docs/images/photo_2024-10-11_10-59-27 (2).jpg
